rating,name,reference,price_level,lat,lon,opening_hours,vicinity,photos,id,types,icon
3.6,Tatiana Cafe,CnRuAAAA74rurWW0-Y0u81s-pgMjy6RuXL32ooXS5No6trwzwwfbaSxlcxfTNCdp9QfhzZjHFW23seyD7cizKX0Fqo5EgDpjo9Yq3WmrflUzac_ENrrDxFrAiWMXqaz5hthxWROt0QjVCFNs5KRm86ziHoqJXBIQZ1eIt_z5JGxYG8gLK7ngXRoUHwF-R5AESx_voOrl6Df-bCRmPLU,3,40.575314,-73.962882,{u'open_now': True},"3145 Brighton 4th St, Brooklyn","[{u'photo_reference': u'CpQBiQAAAEsQ2Y1Qag68OFpLC1XFpz8fN3KaBRBjaA7J1ZH_fmMNWWQM7pkZ2dzDQJl6dutvbXtq-IGB_OLy96kWTKqepdLINx6KJAzn-wLOJxd0V7Cci6BUCuR5dyPTfGjEHzXSyFYYGgZdOpJA_ZKhkPqwYctMCzrRICrfthxSiIQMbaQrWNl7D3b4Qz3qAE6HVEW3PhIQW74O3GeP5K-cgXbIlUifPBoUBEpvs5dkLDwtZXkaPa2D-IsZThE', u'width': 720, u'html_attributions': [u'<a href=""https://plus.google.com/115060083337749179625"">Andrii Demianenko</a>'], u'height': 482}]",fab752e91b7ddfd69d7244e2db1fd499c2c92ae8,"[u'cafe', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
,Dunkin' Donuts,CnRwAAAAyeAHcrwH39MFR7atiMmEJF-dPQgf9w5EVVJkWzjlnNi3-IKcD1Saog0DmCiowLGFKMGeqIuXSLSzxqRKUSqMilW7KHsLbTEd9OW8W118KGKvmMB2Lmw7K6J33sjhecYj9DRRQ8b_0dM5ebcawraiARIQqx4dO8sGSfQnkmpZX8ePpBoUX6PVY4h5UKfN7E7pzbQmpIvKh-Y,1,40.57563,-73.997217,{u'open_now': True},"3015 Mermaid Ave, Brooklyn",,36aca55dfd1ea942221f47352fbb734e4b10f252,"[u'cafe', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
,Trigo Cafe Corporation,CoQBeQAAAOx_9t62DynC4-ocNXRE1Uzsqh2QBYxGqiBaZJ6blmtTHDwcubRJh7DZ5Fik5AuFAoozup1HpW1KIoCVcT66iIVXUtYMl62mk9k49j_x4gI9IsAu8arMP4FlUm38k8FiTr_Hogg2oZAm-CZl69etvICViVHfohp421xf7F4xaB0nEhD7Qx2elA2zV5TrFS23e7wgGhS4Y76vHSHb-u-foDLRrynvDT2ApA,,40.57627,-73.987077,,"2004 Mermaid Ave, Brooklyn",,366c7ec6bf634a2d381385fca812b94d8a2adad0,"[u'cafe', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
3.7,Footprints Cafe,CoQBcgAAADC2hjvo3LNfLwDH4gXTx8_8buQ7PyBQrU20_vNVsOwYjCpXMTCzfoeJ4qM-Qk7uz4mguJpA_9BhiRfDFxMTmm6QCoRUvGMBV-KsIIjbFuc2_BWV4-Oe2LAFIPLEA5YMeSbPyCkmI2M_gbgCgGu7DwP6KeB2LPO-ARqFYZDiz3HBEhBvt0WEbPUKl_m7AntR13_zGhR_fxj7b6GytASqng3lqplD9vfnEw,2,40.575605,-73.983214,{u'open_now': True},"1521 Surf Ave, Brooklyn","[{u'photo_reference': u'CnRnAAAAHK1uqbFmp0g7FMyKN73tdsKJkzMO9yeS9YyNZVaQ5hLjMWj-6cj7F7Z0G7-sLcOF5I8cwN8oRMtl4j4ulsEd4KPXPl4ylqyMZ2do7sAEyIqYu2LOhfp-QcddBWOE3EUXhkn44GCtqhzjevRIVtXgpxIQYzNc3Cawq9UCa6PEXsWZJhoUA4TURyj6LOYxjjp6dGBbqJI5kfM', u'width': 2048, u'html_attributions': [], u'height': 1536}]",f9aa9e515c5ecfd1e87834a4ae544eea46f8cd45,"[u'restaurant', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
,Third Season,CnRvAAAAgbhHAz4c6P0aWEwoXwgX_d0sxnA9uO7mQU2ZCm7cSxE3F4_RtvK0WgQw9Pwv1Mg3WOj-smgIy7VXgoQkFqccofl48TG8Cwj0L7ZsTLTkVqnZYJkl2KwOCchQzPUvVbe8GviC71a2tWVdhGcc419rdBIQ89KnAu3vmxXf-yp-baQiBBoUzqf7M2oSRZi3OUrO4NMKKgtB8bQ,,40.575897,-73.95596,,"1311 Brightwater Ave, Brooklyn",,1f3ee21c10261727efdfcdb705a09bcf751f13cf,"[u'restaurant', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
,inLifeNYC,CnRrAAAAIdcAteBMdNP6E-dL1-EJI1bOr3jsk4PfZREojSC7Qu4cD4wGYrUnGlr6TnpMCO6ivDmBK8XSMWQ9oahFlD0jqmA0eLouSdFwIPaZ0zBJ_TWk3HVj77aZFE0yFVpCe2w_bxzGtKEKUqVjR3CLmKUbnRIQWHvvB4AsUlc-LZOn4jTZqBoUwHuDdx5ft6kQQ_7UdE8H3iR6vnM,,40.577383,-73.980331,{u'open_now': True},"2880 W 12th St #5, Brooklyn","[{u'photo_reference': u'CnRnAAAABTTmKcHzuzTcqhbaOUzEQ-D11abZFgwKhbPW_kag4nxTc8rfB8xjHzIEAn-98Xkt3rhiA40ONlv-vqB6HpZtobDpbQi6kDtRDefNlBiEF3dWkuy0nkhTM63vbuHVGVIwwXBrhBHxVdcFvJroGXLVYBIQrANnvd_XYbyvYeF6coLUgBoUOQ02J6PWVA5_SdDujYkeCPgCiQs', u'width': 700, u'html_attributions': [], u'height': 400}]",d4bf121c23f67f73c12fdde55360c49260b1d642,"[u'cafe', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
3.9,Ocean View Cafe,CoQBcQAAABnobwrPJjOWJI4mWaWbXdQwqOVCehsHHVO8kQBNGIkveSPhBKURNV8hdLdwmACwodIkXdOmVNrp_yp2rPeUZ6bkgNIqZs0vNZxO2IAMC_SAO3J_p_LDpjDpfHldjhwG10EH0d0dKkablJXsZka4nL7RtXneZwrIOkP8kRVLZf3sEhC7DRPQG9-JwCUtcOwHGJGuGhR8Gw90cP-E0m7YpZ6pu-wxQZB9Dg,2,40.576833,-73.964272,{u'open_now': True},"290 Brighton Beach Ave, Brooklyn","[{u'photo_reference': u'CnRoAAAABX0J8fhR-F-Yhl7QpMIioSV6YsLtIPyPRwWP2Nq2gPWxnGxyZOmgEQ0-Ki0bEk2XIaaejptRAxcV6Zitk335hb_7OpbQtpYziFhE83eJNt0mUizhQ_9Pd72IX3nEzrvgqX1Y1n5m3vPp1l_6aXLOChIQ2GYS7MWUX78wz45qI3wmEBoUZdAtoSwmsZwu9gq6if4AsUHZMAQ', u'width': 5184, u'html_attributions': [u'<a href=""https://plus.google.com/114498192340430955994"">S. Dolinni</a>'], u'height': 3456}]",752528878e3d4b87c24583495be49e6da30d7b53,"[u'meal_takeaway', u'cafe', u'restaurant', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
,La Petit Cafe,CnRvAAAAgp3jdSvQWgn1qqWC66bWMqfsXjeA4Xos5hefvJuFSeOjuc0BhtFUEl84_KuedvmW0s1iJQYnD5II4SISFaNrJgn4SFiU__bHBTTdR9fq1wlNcnIMwun05LvzL11TzPoe76y22rPlx9wzEDTDt91PjxIQPj8bA0UBSeicq1nYaUopZhoUVOhibaZ8mRHs4hYoLj_huRlPH88,,40.576913,-73.963102,,"3087 Brighton 4th St, Brooklyn",,3b3301bdca9eb4e1a21e73923a9f9bdfebf55463,"[u'restaurant', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
4.2,Starbucks,CnRrAAAAWZ0McwujybiJtgstnH-unMUcThnMC1DsbWicHKOT1mFnUVacbpZftZVZXU69SHv3PoNqgfpLtbPudr4Uz0z_wiW_h6nsNXtXtjpTU0jHbS8Wtl_PpKlRivVghNQfAmRpvO43eB28RDbnU8OMVzv5rRIQYGMSnVDrybepk4_hHWoNjhoUdD3g_5F0Zq1ehJHWNPpSMLt2C4s,2,40.577844,-73.961116,{u'open_now': True},"607 Brighton Beach Ave, Brooklyn",,55d61ff7232abb31b7f172cbc3069f4b02822d8f,"[u'cafe', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
3.9,Kashkar Cafe,CnRuAAAAzdM2bqgLGOrSop0StCqdwJIDpIQ3XSpFSxej95pJyVIyTjGLCkk7z1_elRjZoYw9snXtSq0cozXRgut71dPNmesB2ujLhZsjAYgDbwxsjL9av825g5iGBTa5nMRycd5Nddn17sqwQ3fdv-2lbersthIQS12TbSCaV-_p_bRwvqgKBxoUH73KlS_uL5oohZl8AcOFfBVw_TY,1,40.577702,-73.955552,{u'open_now': True},"1141 Brighton Beach Ave, New York","[{u'photo_reference': u'CoQBcwAAAOXPkl3Qw2ufhSiSPVsjQDxIntA8tSHemYtgM74BhGqn8qonTnbPH-B-2Fi2bSMV6mQmerKCFEiLu41duLqiLiANNx7QF7GjoHYOI4F9cQ50t7tZnoH2k2Pq9aIsUWaKIQqgRIVkfZl2kJHKeC5hscjm6PZo1vUKY-rt9gy5ODauEhDHDri2ITNsObDxQGAVoaz_GhTPXdpaOey0GBMpbvABRw-6mfFuew', u'width': 911, u'html_attributions': [u'From a Google User'], u'height': 768}]",96bd56da6e56a6ad0af3d08b99bd4c7c82abd25e,"[u'restaurant', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
3.9,Anyway Cafe,CnRtAAAAIIe13FtHXP9qJDmUkdJA89y374JTdwvWpStGzhurpzDLLK3vO2sz7JmetlJkQqJMxLQ0BQDyG0IT-z6-JH-SDmuVKVYBEANNlJ-pgQBWUDaNRJ89TOZUjNYkarUa7iEsl91g11pKKRQns54jAzWfHhIQzIFSXJ7WiN1dBjoMHE9GzBoUoM0K3pto3NqN0AL9VyNwBejydaA,2,40.577076,-73.95242,{u'open_now': False},"111 Oriental Blvd, Brooklyn","[{u'photo_reference': u'CnRoAAAAhKRsvJBo17vNVLd71Eh9w2BoVjclyFOad03Xmfv-Qe_Eza8m9LNLep6_LnNiw4JFESCFJ0SeOASc7Vx6i6IMO8FJE9kdtK1Ad6s83fRU4-L4HdBdmdk1EjDSjBZmgriDGVSujg3YE4j3l38NYAbRoxIQDcqKpSORDQlnqON4vtUz4hoU2v6oqeuqeVsEmnR8rzLuRFeY5Co', u'width': 1152, u'html_attributions': [u'<a href=""https://plus.google.com/109687568673638689652"">Walkertwo NYC</a>'], u'height': 648}]",18103903df402f59b3c4ca235cbbfdc8bd75f22b,"[u'cafe', u'bar', u'restaurant', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
,Cafeteria,CnRqAAAAjCF279reB0Xws1_rv5GdIEdPC6HfhFg49f5q3K0A5uERkUSyrWKx-2UpR__-Y2hTAvL7l43zxh9VXHEC6VMIvncqd8afwMgtIRAlfKVGy3svZHZ0xLrX7WjwRPzjmQKl53_xnND9R3dFM5qr9greXRIQ5DA0esUdTgsJ14zHsddDpRoU_IN8mdXetbR_NxweGlOKwi2DL0g,,40.576684,-73.935835,{u'open_now': True},"John Berry Blvd, New York",,a8e06c6368ff55d2f470fdff13ef745ad5bfa884,"[u'cafe', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
,Dunkin' Donuts,CnRuAAAABQN4ddY6zFKQsT0SmqsFl1OkbVW-J0HmT8IeNxfFQb1kdck-WzrOVVoAZwa8yZxcVHLATjOI3ZXHYjOajA5Kx3E-_DknFa0ab68ui4g9-Ug9PAFCgBWsnwAEXMN3-Vd12qEsXxLmSfIv9wIH4EMzzRIQJ5gx-DUfQ60S7rJO-jPGCBoUTJlzPKfbHXItStytFFEqqPVuCFQ,1,40.579142,-73.984906,{u'open_now': True},"1617 Neptune Ave, Brooklyn",,6c5c536ce828c4bd97cc242a2a0814362fa42e47,"[u'store', u'meal_takeaway', u'cafe', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
3.9,Cafe Glechik,CnRuAAAAMx3tyWiC2dGV4k47RfidwP3qIknw82Zjnwdq21rjCCgyOhFTKyNYiBFUPCr0Xyo0s2QyoXgkYO6PEJeS-qGa4PDfKpKOIbsGaUxjA03AFN2lKjBYAc1ZZqnZcwNYFgqOCs0jOxm0LyEyfp5FFkO9aBIQ_6KCvhJf4DkXCO4J3AJQWRoUu3yq6zT7uHxLJC25vZM_hXRC4h8,2,40.579055,-73.959559,{u'open_now': True},"3159 Coney Island Ave, Brooklyn","[{u'photo_reference': u'CnRoAAAANhZiysBs1C7xwX-z_Zhzcep5PI7qyUNsniyGcp9ImEv_1U3XjcckvIf-YlxE-Q-XPJyZvDLVqa9CTa1RWPKzpaYzYD_KvJJSVdO0C4PmAP_x0K6sz0pOD4SoEcKGQsMEJf6VunEYc1YJLM-QHZFgdhIQUFlPnF-luOo51OGetaimIhoU4B4gaAebHzwlbthKZX-yPUXZlUw', u'width': 816, u'html_attributions': [u'<a href=""https://plus.google.com/103454804748862195916"">Jon Kline</a>'], u'height': 459}]",b18fffc7f64c69203e7ae5d545cfcb275b5ab20e,"[u'cafe', u'restaurant', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
,Cafe Paris,CnRsAAAA8pkEScdtWf2g4nYijOXKIoaO1xrwJz94_UzbE3cBpMl4hzg1j2t-n4y-Fo_rTsEs2ibcJbPHCN_yKZ8SGlm5yuChVm7Sh6drkWuuLry5-3GbBXaOwIUgzyGq1DUQC1mW3TqmJvTK4ZrfKKIw3TlFCRIQOa3ylQ5lTu-jxrpyzp8RPxoUhij5CiCAwk-XrLDmVnXY0OsYhRg,2,40.578524,-73.959923,{u'open_now': True},"3178 Coney Island Ave, Brooklyn","[{u'photo_reference': u'CnRkAAAAQ4CZkhNT7Nzgn8XhnykObhPgqQn5zqjmADTSS7iIFwxrG9CPtHuJx-axLN2RhEsDEEQiNRLVdMikKh43BhJzO9ns7xqJAhRRMezESLJjPM_QovyG_ONM6BNJl8ynz3HmrVJS4fdhcnoRrpdO_mIblRIQ_9aXIL5QxzysDx2CI3TWGBoUy0Trov_7RoRCXUP6BcGi68eQfE8', u'width': 4256, u'html_attributions': [u'From a Google User'], u'height': 2832}]",da0239cc05a83614787b685d3cea1c52ddda15b8,"[u'cafe', u'restaurant', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
,Cafe Dolce Vita,CoQBcQAAABtpzE9qagg6rGIGzOH0vSsIP9GEQsSvh8ogFBWrz0wR67_PAOcKj6Jn0L3QB51a0ap2ws3q3k7Gbb5-dCGTlmz3M93FrCNJRQ4pUc6V4vY2CV9a00ydM35ntMShlMl13jO5Jl0SMlmjC_nwkhGbRPSbdOcSp3L3RX4prBZLdwrZEhBF_7mtXLiau5mPMa8QQofOGhRyYClDyL-pdAJHOaIZm-LhXyICzw,,40.578359,-73.958523,,"1027 Brighton Beach Ave, Brooklyn",,676a576ca566c6072947654a9b5c76f564d11ed4,"[u'restaurant', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
,Panini Tozt Cafe,CoQBcQAAAFBovvF1ZUz2jksh-0EJ-x8SQJJEtpk5PPF4GIi09apERMLY6hGr8RuoDyGOnl8mPQfsUriYmKseaUCO6yJORlI9kLKtzzxfNapMiULUdEtqUkz3Nu-RX9HCP-pc_iLoBAhYrL2bWaGLr4ESmCcaJS-bWm3DaI05Fkb0wPRE5zpSEhDdquIYMDauJozaLuAKGjNRGhS_MJwLYvT4vmwZD6QOY3glZBkm6w,,40.578581,-73.9382,{u'open_now': True},"1617 Oriental Blvd, Brooklyn",,ab21ca4e2a85ef392c14df8f4f596a697e2d971e,"[u'meal_takeaway', u'cafe', u'restaurant', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
,TCH Coffee Gift,CoQBcQAAAK3GpSx8ZAzMwI17Ra51MovIqvlc4KNrqKZtnk7ZCCZPRLdDicwarinufa5apW4xL0rntohgY0ssq8Do1LGFSt9qpVmal10gu9GyDv1ISkdOpKZs6zn2wK3IBpJ9kzJqgp27Eq9xNrA_F8--bYLjiLMw1DBEIYWImNaGdh5SFxKZEhCEq6i4LPR1EpBms40vmxPVGhQV1JcqX8TQhZHvdjzGG-KoNRkN1A,,40.579409,-73.963066,{u'open_now': True},"501 Ocean View Ave, Brooklyn",,46ab5a57b6c48b6092c107d57efbe1b3bfadbb35,"[u'cafe', u'restaurant', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
,Wise Espresso Bar,CoQBcwAAAJnQy9vk3wQgRoxPt-uu_9R4PBT-FcWVhU3hbWZmulk-HMMdBK6RjGfHpjfWkrc9MGzG-l8qARJNmbhsHUToB0aB9vdKUTCoidrC8nZYnTb1e77Jxdck6wVbepp_t685S10jAG9F3GK8p5eQ3DhdByOOpSQZfCuh5tL2hDhj9Az9EhA-Iy2BSTy8xXeySPM36-m6GhQrVVjTBDH2mVEanEr40nSwtekG8A,,40.579868,-73.96015,{u'open_now': True},"3120 Coney Island Ave, Brooklyn","[{u'photo_reference': u'CnRnAAAANWTtB3OGthef5k4Q2k_vN16mowlAXtaygVLPXQDk8NdMqOS1zqhwD7gRELdtNAT0yVTU1pwfDBCKaLz6jBELrMz9hRGD74SJkFMHiTf7DfXDX3DVswUQzAB6g2aGXGEv5pCcHz7uAtz2Oj4mzYAn8BIQb_FRsx_npPIEFO3M3xD05hoUICOv2TXouHe3EIGrl441-HhfvFg', u'width': 400, u'html_attributions': [], u'height': 400}]",bf4db23a6da254c70b6e7c19893d7493be6b05a1,"[u'cafe', u'restaurant', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
4,Starbucks,CnRrAAAAm2tn9BkqwvlMc_et2l4Lk2tvyO9Z494RHS7zSocgC47fwgsFbtQamgfl_4is4qFHbVZbEFMhOrO1ORygIuGnFXgAIJwJbHwnpzQ08DskR4CvqTAHME24fhWlhJkvXI-ditZ4lUEblHfi2AqV4__0ahIQk3YpVui8jASrCR7c5k0sSxoUTvFn2jjSS6_pMNEpqQSWdH2viUM,2,40.581215,-73.985463,{u'open_now': True},"3035 Cropsey Ave, Brooklyn",,0549cf835a1dc0d1c045c3647ad2d160e810d1ad,"[u'cafe', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
,Dunkin' Donuts,CoQBcQAAAOKc7RnVz91yTQWVKzyAqNeJpspF9ipzz_lsP62l6vapBBOI9znq_3hlbPwaMvSZX6oP7QgeycQyZ5EMePXyeOBNQfDxVsPB0RlsWS6JAtSoZhIxYL93ixQ7pVQjMxSpKzVBDoNkdi1lFmIET7n_r0n9KOR8qtGyR-KkjcVIUHP3EhCDcWWDLrLrMTzN7fGkiQ9KGhSnwpFGaXhDuF8Q-nNVBfcU-a4Pqw,1,40.582267,-73.959715,{u'open_now': True},"3031 Coney Island Ave, Brooklyn",,a81bd85bb1474c824840d86c4868c6c57481a3c5,"[u'restaurant', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
,Lotus Cafe and Bagels,CoQBdwAAAAkWpZtCQTsJiktUvCsfgVJCNzhz6t5lJAEG6I6esqSnD2a5oh0gToMtCZJy5dwtz7OvOv8oezB2v_k1RjWgoOHRrMLPJWIJep1umf3B12m1-VybwEljKtY9eQgJoAAAjoMMuLOAfWwIhXo7oXx1eBoOnbDLlJ5zmdr7by7gFN97EhCX4lXsdhAzkJe5zYg9F8KcGhTvz_SmlBzvyXvZlMUmAMU5txld_w,2,40.582855,-73.954469,{u'open_now': True},"2 Neptune Ave, Brooklyn","[{u'photo_reference': u'CnRnAAAAM4_6L2aa0lfJca0jH8sJ0pfhfj-h2Ql7kqFLai7KM016a06_hWt7QPbXEMoLJ3UWtHObpcefjwfNZplryqhq4Ew0Q6widMj64cOk1LSv4OFd4KetWNCKHkDcDlxJXrM-R2bzfnhID-gJTqpsHIBf8BIQeUIYkvxYbLKXZ3b2Ud0OXBoU4X1RJnXzvVInnGyfblepkqtH0r8', u'width': 150, u'html_attributions': [], u'height': 150}]",e390b4181464b5bb73cec842422cb440a1f6fe1f,"[u'bakery', u'store', u'cafe', u'restaurant', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
4,Istanbul Restaurant,CoQBdgAAAFS2wppUpy_DdpQYHHAg216LBZSM28uIUTFkGvk_YSXZL3t_-zLW4v2wvmvG90aOyLOfQa6yST-FH30LiRp98xtHiIFvsWDmC79HLtTh1Hwl-OHtXCHKdI2krMzJmU7xFwg1jkteEuggtK036VCUi1TQUHif52etX6_gU5537evuEhCa-gB8mx7pshQixnggBgIYGhRzMAJJk90E2P43v21Jj3yiJu_Q4Q,2,40.583492,-73.95102,{u'open_now': True},"1715 Emmons Ave, Brooklyn","[{u'photo_reference': u'CnRnAAAAW5A5TY_5Y-mnF2pVa-H2dKGlJpbdbpXWsZFjZOH5MoAFME6CBY7NP6_chON1rw3QSdms_LrrwwwOBYSvDCBP8R6a9gRMiYS9YeqZYnt2kZK-sXGet_Npn1Cu4_dAJOY9JJka2u_Ywp4S5of2R2hjTRIQ4j13Yl8NTKH_JVzkZZE4OBoUwJ5kNrZJeKzr0hdOgAdlwR7CsbE', u'width': 560, u'html_attributions': [], u'height': 400}]",9f3921185024435196da75747f85b71638b2b4d1,"[u'restaurant', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
,Garden Bay Cafe,CoQBcgAAAHSYF8n9TVtrfklV_moFXXIHW_IHhcUpzKZvc2g2lpzdWaNRwEJY_c9laWM_e-uDQkqtPCNIh6MtVWFeX0YfpgmIqLiUqSirwodHDv1aEx_SqfquZrRJeU-a2Gp4FyIBOSBPsTlUJj2IuQn7ICe8bFOhcN6a3IrU_lp4Jxgm7Ou2EhAGMmcWTvhkCila0s3JI8LJGhTLIAUgGRokyAbQsBo63_Pm92-HHg,,40.584041,-73.950856,,"1788 Sheepshead Bay Rd, Brooklyn",,39fa81ea553db91207cf56f118f72cb393d92aa4,"[u'restaurant', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
3.9,Masal Cafe & Lounge,CoQBdQAAAA0QHcgnXytlzbac7bexTKnFFXRm5FMES5vC7iqjNxVepcrR541vZyWvhSHXGQlTyN-qMeqqJvHcL_IeP96Uat3WGYFy8RByZABXSUtuvoikqaYXmAM5LDscHGHA0QqjA6amxDyTa6FNNK-pN2-2JZylC2XUi92A5oMQ5Bv3DOvuEhCDrI8TvqfOwMm_UojmBLMzGhQzrP2cyaZ5OV-_w90JrCCm8VSXeA,2,40.583824,-73.949109,{u'open_now': True},"1901 Emmons Ave, Brooklyn","[{u'photo_reference': u'CnRoAAAABVQy9GV7XaqF4vghOoX6YMh10lKN4Xjm_hR1ZVZrM20uHW3D_lLTRyNfGWGWf2Me8PgR0rCaDdWEjmXXkd8reO-a9m8t4JEamRGAjwxMp0aXcbwYu_NWoHVr1RFUqavv8pXUyodNy2wPs78sBJsw1BIQe1d6Ik_0TIpFF6_nWHr0TRoUn66NKT6_8t23MzSSs1jvUy03g7I', u'width': 1746, u'html_attributions': [u'<a href=""https://plus.google.com/110704055321303582027"">Bryan White</a>'], u'height': 759}]",28128b0c6e5a9fc91c46aef6d9e7f10ab9fa44d0,"[u'night_club', u'cafe', u'bar', u'restaurant', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png
3.4,Cats on the Bay,CoQBcgAAAM3sG4N9ZFHJ4_ASQFNd6jY_Xpwha1cZYlHHYgVD71tC81ey31ZrGN8O0Ww2qCHnh9fb-ft6yNAvz4W3eZ9k_-w2BsL9Mx0YgQuhE8cx1XQ-XTj4IlLGWv1YpfXuC73hgDbKnCW6qYLGDhN_snGpuxiLnrIqRnGng3tFIv0O4zZlEhBtxB7TdJDtDO0UTO1BDIGrGhSxwhKP2_9IzjhSTccDM8jlzOyL5g,2,40.584112,-73.946646,{u'open_now': True},"2027 Emmons Ave, Brooklyn","[{u'photo_reference': u'CtQBxwAAAIG3CzR0kh_o_VtLGxhDkhN5FMz-lOpFUPeJv-93JP1_wYEnQqST20C96Ry0LoDmb8_jESo2h4xx3lmfNfLUCn_avV4scc73lNm5NMw0gR-INUTuxNXGIcL0SAT6Uk3P1txagdsC8AmEFrrDAC5Va7JRmS-gGreP7ESVSgfVujLnxsWNiWarkB31TVkClRI-kyIYoxPT8kvJGQMeUiw4xxKuaMDA_gRKUVtV-hHEP8ViQPYfjoqeUYmXcwYTqEuG_vMjtYoVwBHXbry7Hi_EgtsSEH-EOtHXlzFVo3VV3q1Blv4aFBUQ77zV8zD8tgGpA2cITWpH6fQO', u'width': 1195, u'html_attributions': [u'<a href=""https://plus.google.com/113251252411261363162"">Michael King</a>'], u'height': 800}]",0d92e21269792d061eefaf7068c89ae9105010b9,"[u'night_club', u'cafe', u'bar', u'restaurant', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png
3,Draft Barn,CnRrAAAAHMa2bsLYdWvxIAOuuhJJv9sKPI9kFdElftN8usoBFGp8xpIQOjf3KgcG7VaR9v8Gvp8eZR0FgXiKQlfoQ0I1VKf2aBYTzqHvPGAc7lEofiXYj55EWZJ9U8Ib0ay5BLI8oZLmoEGtwhQ5qog2TG5COBIQzYYSSvW8zMlhm9RWdz977xoUa9dVs01blOrNVvk-kpDTBZ1mcvk,2,40.584212,-73.945077,{u'open_now': True},"28 Dooley St, Brooklyn","[{u'photo_reference': u'CnRnAAAAa3ssLZdIn87A9QUaHmlIJIYtEFcqNUWArq_ecCare47aV8V-F6m6pjoaib2SMaO36q-bwT6nK004pmuJmUjMjfSHDjxqGk11h-EGyNo8ZI3utyefQwlEVGq2k6biuQp2zTk1ePHNpra0VEQY3k-S6RIQxCsxcuBCwEFGC0ogJv-G6RoU1GXpt7ORBmXQbVPh6W8Z__lh35E', u'width': 750, u'html_attributions': [], u'height': 563}]",be2ee9ffc82797a1fb7b6cbbffe95a4177b466b3,"[u'cafe', u'bar', u'restaurant', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
4.2,Dessert Palace,CnRvAAAA4c1MQd5Pvzm2cJA3x652Je31wFH93Eqc0mNH-VFGk0IqyHJClagF8Lu_K7nhHgg_WbUBA7cVg_axRW4fWO9dvh1dasf9kSSQcm9YAIA1KiljFnhR1G7PTnBXqGIzDEbCFzulELXgni0Yd5C_B-zgzxIQJmNJcXnr0xUDdm2At5YK2hoUvJXosPaZvQk5AVpy1OiGAWm5Uss,,40.583912,-73.944397,{u'open_now': True},"2265 Emmons Ave, New York","[{u'photo_reference': u'CnRnAAAAXS4fCNGiewZ3M7v5aSmOgxPGGnx7NjUmUjjD5pmbExHoIbvG0aNb9m5MDj7cvXJqlywp20ZcIFSBJ5fLTxABSfiUznFo1QzlIWpBVFIYjazK3CXpPsZT1AmBddjr18en_niPkCW19v7Swz7ufn3dLhIQw6C2Cu-r9s3qrZNEZ8yzDRoUhCmQHBFOaio_buQQPqkzFZl7c1E', u'width': 630, u'html_attributions': [], u'height': 630}]",07bb2179f8f4e7f5bfb311c70aafabf8a2687cd0,"[u'night_club', u'cafe', u'bar', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png
