rating,name,reference,price_level,lat,lon,opening_hours,vicinity,photos,id,types,icon
,Seattle's Best Coffee,CoQBdwAAAArVCv3LlCFOJQumErs-qYlXee-48Ude5EzVC7ftYfDTtlpaJO5kaCvZAo9ZUvcqX25Mt--ym6fm8dLO-5MbsLoyZQfAlJp_0xywGWG3rEvNYXC8AeELeEgMHh0HM29CIja2cja931uXGt86iPMP7LdBSnWR7t3sQJykUK-9wkbVEhDrTO6PvXUAvA3O-IaMcGHXGhRICRLTc9glRCEcFMuIv_Go-9d3RA,,40.689528,-73.983353,,"490 Fulton St, Brooklyn",,279571c6970004d8cf40ddb66e831c31f1033ffc,"[u'cafe', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
,Kaite Coffee Shop,CoQBcgAAAEN_yQlsodEla-5esvG_1G4mNsgPsavw6BIfbSoNrPOG11XUoe7kM2qiUv0Vx9oDhONPNhQ323MuGLy2pyqtLLT8gKIZAu0DXI7ZANdYCS_ICvadEdcts9Y4EslmkaXpqWIJTF_AeMhW3a1wH8E4mJWR5Nm-pgddjpkHVyu7aCXmEhB_MDi1fROHWhmPA09Z67lbGhScGh0PZb9S4RwMRmjAlOdbVHphZg,,40.689179,-73.98298,,"9 Hanover Pl, Brooklyn",,ab41288caad90a160102f3a0d42cd63d2cdd2794,"[u'cafe', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
,N Y Hot Bagels Cafe,CoQBdQAAAB2hXNDSjZVdxwGYSTIrq05HNf0CFYpgJNMpHqV1G2TuoXskKViDXrXQjcHwqJ18s3XB7s1ntjnRr9wpmiZKEQBmuy9MfCPrtINw_s46XfW2QjyxVIsJR2o5z1lK3xQ5jzfCQkwcfBTB_9t0YytDz3xBX5X-2R_vFBUlzDCadWYWEhBDZWKxiLQU5Qt28SnkUdSuGhRQp64QD4exmG3Q713dY77c6GKc4w,,40.689407,-73.981055,,"406 Flatbush Avenue Extension, Brooklyn",,c9f298ef4ee5dc3c52d3948531ccacba9f4b9fb7,"[u'cafe', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
,Clinton Park Cafe,CoQBcgAAAPlPtYLbO1_C0FK9sarB1whw6rmVpIUi05ib9iopcURkm2tXposipn5W11f8qp0rvHkqK_b478jjIXxWTj0jDTZZlMJ0t5bvt8itmjpyQmEvq2zuUbLgyRrF0Jr8cmMzLJkGJLqH3ckAnx0qvPyI80SzooZOGNR33bP1nrzMGFPFEhCz5wykwGX84Vw2vDN9x6ewGhQYoWHXcE6C7pyrLzh3-0nxXKt_3A,2,40.690054,-73.965415,{u'open_now': True},"274 Hall St, Brooklyn","[{u'photo_reference': u'CoQBcwAAAJflPvYkFpH1H_bKR428M-k1d707K5s8HcM_jbyxk4iTojH35XS-Kw4XLfoaFxcJuE-XFr049RO79hR4bVKg645q2cu5zttfiBGWpFih01w-w8QVN1OsYDYm0ZJllxzNdxDWY6he0_VcqcyauYpOVGsFyEYjTXPykpmwzKHNqKE1EhCa4iyoRoTHycQcVsgy66ToGhSA2XJZ-r85whqU6tAevyCRV2PetA', u'width': 288, u'html_attributions': [u'From a Google User'], u'height': 512}]",e39a38e4c91ba052b967ab7305cdb295f92356c6,"[u'cafe', u'restaurant', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
4.5,Brooklyn Kolache Co.,CoQBdQAAAEcLptYM3sWMZcE2dIUQJkDFofZ6x6KTL6IUqmnU5Mjn3huZw3wfIchoLNgtSZjWTOLpboKgmrLal4UdSDs4Taxjgzx4m4ViBg2j9dvReiTpVHHlc2wv50mCvqgMGKI9Zv_cpXYO2NaeVXA7S1zAGKX1V0HwYhNJq9FfDtKnn_iUEhALq7R6K0XKPMEIBKPiZwfFGhR6HWUKpb8L6Bcq45TE1nh08CuNnw,1,40.690763,-73.955777,{u'open_now': True},"520 Dekalb Ave, New York","[{u'photo_reference': u'CoQBdgAAAOQ7mu_rSWW9KU6rhkD4caPk9IahIxVJ7UqjnyMFzLdpvIi1mHakorB2_9EJQ9WrY5TZz3VMZXedHcG1buS8PIuKEku88QEqo2d5szdm14PQiymUtRYooTDwNjxSJBWQpZSyZwARqCD_CSatkNOsYx5_8X05aD085yMavryWgFSPEhB__SN-nBNRbwjtiYgJVa8wGhS0mJnNneP18pWKN3iXH3TwE5RqfA', u'width': 1296, u'html_attributions': [u'<a href=""https://plus.google.com/101233031208388067558"">Greg Carbonella</a>'], u'height': 968}]",e1fac9ea8b005899a05909acf1aee4962b9b9830,"[u'bakery', u'store', u'cafe', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
3.6,Colador Cafe,CnRuAAAATQcJYxyp-kxF3udF_-if-FQRwpk38xs9B2AcPaJZRmnkq69tsMQUOdUwnqU0Q11SEM94YMVqDV4ERsFQy9mcIE-dWTsGbjv0P67JPlxVmCqZWXUTfTCcVjJlZdphpXOuXG0gRJngVMlcg75tz_Z_AhIQofvM4yQtNlJLrKL6lwTtFxoUOOlsSeOHA3z4frl1TyE90jGEJto,1,40.690634,-73.955671,{u'open_now': True},"1000 Bedford Ave, Brooklyn",,41b290b46b31cf74043f4ef2eb533e4768753824,"[u'cafe', u'restaurant', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
,Punta Cana Coffee Shop Restaurant,CpQBggAAAG9jRosRCgUXjrEFD4BXBHB6sHntOcG_eUdw8kgKdyLro6G7hsz0Ex-KmwAO7ylbHdgDZare6xdEBvEIF9LUj-wc7vi55czmwSPQpwyJeVduMJXiDC2qMTsegv1K009jK-OnwqsV4kjFRdAq8dea2rhAj9dayanZOZP8TsMgujOWhSHN6UQSmuoLGAvaTwj5gxIQR0snx3Jb_QaahBOV82DF5RoUg1lWIMg01fMOWR_DBauNbzdFZOE,1,40.69054,-73.956937,{u'open_now': True},"490 Dekalb Ave, Brooklyn",,b5447d4166653e87a4d3cfc447c92c863ab0264f,"[u'meal_takeaway', u'restaurant', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
,Legro Coffee District,CoQBdwAAAMs0t-y-gNFtRd4j9us2llijXx_esV3zdSc-pIKXLlEd1Nrw73KnpRdbvY64qWO5b3_F9mh7_UkdZZCVNsIWa6FLU-Qdodu31m_qtLQjfl_8smtE4cuF23VJeXA5SNXzyetAhpXGT6bpOxOs1G-Siq9i_3efckTcT3cEJFesLBPHEhBF5iYN6H01d-LhuHOeUjbJGhQ8JiUY3KB-Hf62rjZwPSCn4GOlFw,,40.690068,-73.95446,,"20 Kosciuszko St, Brooklyn",,7d7135be9bfe437a3ff44bbdf264f6c624d03580,"[u'store', u'cafe', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
,Denim Cafe,CnRtAAAAPOVg9omwadAE-_hA1g2aBGOtTuQEk4VVeKLfP3l1hLCrgKG2ltcxM2TBQLlUCni5fOczQNHPHyi9PcwUjGIVmfhignADU-Ryasb8ndcHdz60E3IinQ_QCARHksTLH2smDymobihjYRrLBvq4h6ZUYRIQT0J11LNVDMnEbh8-OBCWiRoUas7KPWMxRNNF2Cl3PR4s4Lgif4s,,40.6893,-73.954974,,"1013 Bedford Ave, Brooklyn",,0d06a2e20d2875eece74e6d732c09da7f0b0dfa4,"[u'cafe', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
3.7,Dunkin' Donuts,CoQBcQAAAHsL-cRaiTHBJFHRXNcTUUMVx4fVXQABybMxTO0b2srjn0a0u3b_qlG_UL3cdLwXuV6-7l8LMGoqH2mMadKkFw2s9ERKEOFXx_0fBNPXyw4OUgOvv0Q807ge5u7TKz1n9bpVt6VdoUm-Z-YXwbOuFzwwF688ri3GTsrJS8Gk1QVIEhAgle0Vsm57ApHrF-ZTCYXMGhQJz06j2jUEriKRniFE9BX07oWYQw,1,40.689988,-73.951684,{u'open_now': True},"573 Lafayette Ave, Brooklyn",,a78b7cbcab3ffcc191c117ca4aa5f15e84e3c053,"[u'store', u'meal_takeaway', u'cafe', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
,Dunkin' Donuts,CnRwAAAABFG3wod2E76rYUFt88KgbS3GgJgR0LukSRc5iLxn1nYvrRZOkBPbLqwG2c7eGUQyzNGDUvOS364o1P95SOwxwPnE0ZB4zCyX3azU0abe4P_kdJsYVAs2VdCU0PYRWzCmi4oikMKzunNZdnUIcRBrjhIQHoYd0M8r0hP9-ThVS44_kxoUcaAwl5lOD7ctUIFm5Ugp7iksyD8,1,40.690992,-73.924259,{u'open_now': True},"1285 Broadway, Brooklyn",,bb541e3bc9e9955713eb89d34918e2a4bd3d75ac,"[u'cafe', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
3.8,Dunkin' Donuts,CnRwAAAAX5rKoERIrkPi5P-9Yg7fq6GANRR6nUfXzp5JGPKlA9WSJ_VZ74ARhcNACE9H-fUuEEpQwT5WMeMya2BstR28Vgbwb9S5YmCIAzDU78JSsVBAp1J_MAPskeAAW2X7aEz07yAWT8cg-rrr65HwfLinuhIQj6IBUUKAcbmMVlhYO6IfdxoUjG8EvVFUZMSpc8hTpUcOxPHOUrg,1,40.69221,-73.991385,{u'open_now': True},"56 Court St #1, Brooklyn",,999bf8e94e6f3723d76d4c5e3e4bf55c0cc3aa34,"[u'store', u'meal_takeaway', u'cafe', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
3.7,Starbucks,CnRqAAAAMfyiblyylMS4UV5Z7pBVpghoT-JuPr0M6YiCK0z11fXWD_b4e2C5kBTLrst79QS3XXJIB72HqkB24U2JBEDiF9oWXhHeaGy_UAzTc9EHN_Znm4YGcD23nRMyWsezus8WCXqpAtX6_yqV4lP7qnq4xhIQhO_2s1aiendWVE-H3IrcyBoUVekr4KveHHjKph5wLJ_huuL3ZRs,1,40.692439,-73.991242,{u'open_now': True},"50 Court St, Brooklyn",,e0e74350b72f6cacd3a05fd277125bc8d6a79df4,"[u'cafe', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
,Mara's Bakery & Cafe,CoQBdQAAAF48hxgPY6QyxBP91lyV3dmDSjFQkCobTIcSStAk_smipz-lZsG0xMUso38Ud0YRjiKGiMEaH9QGRNz2HRXy4PLJKRK8glxiSB3Lx08U1PMrBhhdjUTu4zBWJvJrwDj5mqZREIg-ZMRXlXW9cllXLw4tTSDA-T3FV9rqLvEvlcngEhALnxDzRcCDdy3I1kPEu3vtGhRHu42wdyQdrUUhfTCsLT7Fkc51zw,1,40.691226,-73.990686,{u'open_now': True},"88 Livingston St, New York","[{u'photo_reference': u'CnRoAAAA_eJ6qSWYydQ0zmxpibbbpLKkKr4qwrugYmOlJWk-5YAeZISJ650ijQTjRmzzG0JaSxjZbLMwJ30XRiQw-Ag2PeW04O963n1VTg0NfLbfYcMq5472nufQw025-LEM23uI-SI1zTOATeNBjeDlDmz4hRIQtFQaog9ni506xS_SqTP2UBoUA92S2q8dkJuDThsKFWByNzCcV0U', u'width': 800, u'html_attributions': [u'<a href=""https://plus.google.com/102639794607703597594"">Leslie Drewery</a>'], u'height': 592}]",27f663643e95fce36b46ac760b114fd3f07326f3,"[u'bakery', u'store', u'cafe', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
,Suny Coffee Shop,CoQBcQAAAIjYW_czeVuAaqxrCIEkPwEKeYI35RvEfDq7FS3xsoXhiwDIf_5RMdUdrhySN38-6L8SApBey-VRu2cw5uXofIEvDLs7aPWjRm7zcuWj_djhMvSWo6eHjonjQwJprXg5mTWv_NFB7eWxxC04jL_qsCrT_CRYbF5WWIoWz-9Al9pdEhDTfPFS-WqzFvkRUjV-W7sTGhSQcczfuvjgtdAB-pyiVb0rOQJW0w,,40.689861,-73.981816,,"22 Dekalb Ave, Brooklyn",,678914069cf8f9a2c19703fa837d395959f47655,"[u'restaurant', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
,yogodelitenyc,CnRvAAAAAWz0wMBvEG0Pu6CXPU26GJZYDYbEhdLS4DCG50oyLjaXWlXMbte7sSppd52TBJfzFknJ_dTgHcJ0EUQHrcBbP5TDL0xIF3IHiJ_Vzvf4nxVk6LK4SpV20dFbtnJyZw3kPHBS_VtiGDmlWuuCh_VRfRIQjRO3BfxfhONSNf0sT4HAPhoUdSgDP58j8JsKBMFiBKG8_tRsaLU,,40.689628,-73.981306,{u'open_now': True},"408 Flatbush Avenue Extension, Brooklyn","[{u'photo_reference': u'CnRnAAAAjeiU9l99-0iV6WFHvH5y9LK1dYelkgSx4FFNz0KYeKlFTKAc-puax4rs_aWxQDsyv0VhRNdrv5ItTjjL_vXl3zL_cy82cL6ghUn3JFMEbe6XUxnXBhZJs-WYcly5AnM16keJWCVq--o79mXFwaPtuhIQtUKdSTHmchguXcJQRTpEnxoUfKpxtvWekv0qJQoV7xj8WX8l3EU', u'width': 2048, u'html_attributions': [], u'height': 1530}]",b3700d16b605707192dcbc857d6def9e99e52bfe,"[u'store', u'cafe', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
,Tripp and cooper cafe,CoQBeAAAAMtpO4isgy8EdRUgCZwkBY9QA-kCpnhmOMiCbuCkum0GRUn_hqDe7T-90Wpk_R5SaSVwxNji3unkyFtyJnoM5gt5HuRa1ByJyHqeeto6SyNmCXUPuaKj24ZJXAKcid-ef_5minG7r5lnRpEz2b9gDLTcXBiTdln0A447AFDfV3mEEhCNVWfNPvivtrDakLHdu0QYGhQw9MQgjBC5rNazpLUhniffQgKZbg,,40.689845,-73.979969,{u'open_now': True},"80 Dekalb Ave, Brooklyn",,09b6d166b6a2b7c5beafaef15fc51d7797c3e2ee,"[u'cafe', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
4.6,WTF Coffee Lab,CoQBcQAAAIMXiXkDplhJffFALPPHA4H6uAuKWUaqFsXT1dhaj27_QOZFBW3R3wWoZolzVI_zwxde9m96jXwSn4ApzIvUhEgT_x9BXZvoIfsvubnGe_eJ0tCaF_j1V4Pp3WBfjKF0kfciHvMOHeQkSnTmisrq0XgkGNQFCANRp7XEhhEOITs4EhDsEGwn19gkK6ZM9pFsl7G4GhQOCFGPjAu2y9y1U7e3tK37H56_cQ,1,40.69171,-73.971127,{u'open_now': True},"47 Willoughby Ave, Brooklyn",,9b2d4f1607513b585266351ec55afd0d29a7a0e9,"[u'cafe', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
,Dunkin' Donuts,CnRwAAAARYwnFOtdI902QB1AgmntYBo0pkCtaluPKAAjIx3BapHEKsEzVmTkFLN8l1C13zZQ65xSa2CyUtRaFksgU25UB0G3CcGAn2qbjxiD6N7gQW6r_vY7YdsCHTCxpbkJ7fPukJ7dY2ttZ79ebCrqaOyIGRIQc0ItsRvbOWFMdjyjnvcPAhoUD8oxM0cU4fth4gkOAIzhyRtaQ5E,1,40.692479,-73.8604,{u'open_now': True},"8413 Jamaica Ave, Jamaica",,ac22613176177794a76b3296242ac3f3d4002218,"[u'cafe', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
4.4,Iris Cafe,CnRrAAAACel3rUlY0nVwf4-twqsaEDMYpAllgbnIujv9dABgeKe9x6WTBhK1nBf77GdugNQA-TOawXpm8YUoc7zUDyZyOaVbRAPWG02yc0GV3tSY8bYvW7CWFoseG8zzKGTNn3m1H_zueiwTD4haPw_Ooq9S2BIQXS0ZJa8dXZ0Ovbm9CJbvaxoUfLFDkNRmfANlskwjXB7xjexX8q0,1,40.693115,-73.99873,{u'open_now': True},20 Columbia Pl,"[{u'photo_reference': u'CnRnAAAA1zKWE3u8qh9r7E4Zlfl0kxt6k13PKiumqXGBaqJHjgPOoo_Zi-znMSAt7XaB26eY0ee3MPkGB7kxR9qX8mVKvgUJ9L-zWO1aYkyJ74MgJ2DaIcJfO4FCoSSzzWDI_5sxf6qsqVjmGf6jaQ5h3lk1SRIQCJVEQSFrQAOS-O2xad5sSxoUxxOnZnCOf_HJWnFrzkOgW6MqsQk', u'width': 1280, u'html_attributions': [], u'height': 853}]",1db27378522c99e3e9a4c4f4c8c5a50eb8414db6,"[u'cafe', u'bar', u'restaurant', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
4.2,Panera Bread,CnRvAAAAMlGeu8SJzqR1aQgN3fPn14L8x7ER0q9yiAm98zkAIgcAPt63QZyRrUfgsT-7iGB7pxnU24OUqU804XlX6wum0bY0kqyn9m-Q20qNYIF2XPgIjsZbqoE_smWOkk641v0GfOPftxi2Gdl2lfaBJZLoMRIQUBz3T_2C9yI0aIvI9pOc0hoUe-cKNqw9EYfUeFLn3Ved-VsqVrk,1,40.692837,-73.988457,{u'open_now': True},"345 Adams St, Brooklyn",,8c6cd018fcf4b7d804131d239b5de905c3d74128,"[u'bakery', u'store', u'meal_takeaway', u'cafe', u'restaurant', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
,pls Store LLC,CnRwAAAAy3tWkbu0WHdictpn903NRAaa7GEM4bIYeNGJHDObcfTxpHdRrzq1Yf6iq22fB3aRrrWbnp1pSkziVS0eLKXQcPErL8j9wY1MEAxViSWvjICKCbA0Rd1oE9Xca6lULYVUOx5vwRm4A8sYEn5SKxXA2RIQ3Vg0B868sJfz69kCV0P9HBoUVVSwJzB2tOIpOp6zxsgfjJUsKUY,,40.693563,-73.988251,,"335 Adams St, Brooklyn",,85e419d6b302d381502f8d19614ba39704364c51,"[u'store', u'cafe', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
,Au Bon Pain,CnRsAAAAz4KmCB0_8rHtIVwkMglaEv4nTJ-ITnB3oFWDT61FZFnR9jJCW-Q876y61f9y_XQegmx_r6JUCwgciIjdvi1pq_ca7Fe1VEbaoL-m3sXQbd0JvA18wwkmeQrFh-xMHbArjzit0Cw5lzfW2HrilMyFhhIQFiQfqHVANhkCwnvcE40utBoU1O8t9p-06Pjx1tDlp__YHxgtt3w,1,40.693124,-73.987036,{u'open_now': True},"70 Myrtle Ave, Brooklyn",,7055d158b154eac09f9c8964be839ea1b767ecba,"[u'cafe', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
,infiniTEA café,CoQBcQAAAA7nKr_Mt2v0xWjFWSpeEcmwKSj9edXYEV-OlinA-wt6ZnQsrg39P7qtPcm_aJkWdQtfgr1OTeYiqJKeHJeMq07IVtWLkx_Hu5UpD9hQyrpNcgr-DflTdIY3oN_j7UIrkEc8LQAoUuAYlJWC7ETd1RNK33aDVVSf5RfSu7OXhU9KEhBjbc17rRoQ3Sqf77FmTRxyGhQd9-SpViyjQ74IfgEKRjRSeWPbbg,,40.691606,-73.986637,{u'open_now': True},"150 Lawrence Street, Brooklyn",,88071f7698bfa81446522c15427479a5e8f9fa5f,"[u'cafe', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
4.5,Red Lantern Bicycles,CoQBdgAAAI_RFfv8H6wDJyGJp7b2kCRLuFwbWzlmSFrroHqnErLBwVaOaY-l2RdwBcnaL1CmmUwcMysRilwwvROC-WFUJxeBPcrHyvca4HX3J7aBP17fedHEU3B1wZBcGHTuYNbS4X58lYuLjGy3ajvaFScmAzxDZ-Jpf6BTIIBES0qPkwOKEhC420tlBlII9nspoqPp16SYGhT5S3ZMydwFk6K12VT5vuoctlkXXg,1,40.693375,-73.97241,{u'open_now': True},"345 Myrtle Ave, Brooklyn","[{u'photo_reference': u'CnRnAAAA-sI0___nSjRg-oWI1HQU_2h6psl1K3WI5Es80R4LEoR0Yv2L8YNSPJqjcLkf6WVIh9UDVoq1C5ePeY8L-Xgb-bsGSCh4oZRVPEjRVR-32ro94rvf22oO_nfhz8_TY9w0AYMXoppm-gWNG4SEozBtIRIQpGX7GL80xF5be_dY51pmaBoU_q7DTYCyxrNdgoNjtSabJ1PQwyE', u'width': 1280, u'html_attributions': [], u'height': 853}]",bdd1d8b58061789645235f885184c9d4a0a8f3a2,"[u'bicycle_store', u'store', u'cafe', u'bar', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
,Farmer Bagel and Gyro,CoQBdwAAAK1Kq8CQJKQybQvZndEkZDmpk1Yx0CISlNIRhY5mWx0gUmtSzwLrv7Ybap9wvQY5CF4jGGxXEstJ7ElZUMX3fGHe_Sp9qCf0wxqELH6NztJcoGLSCnbhnLgx0Xf5-DwpE2kRAeol09IrdjfUWX0KiY7hIiX3nkcpZ67ZbUsVZsoxEhBAk5AKrxELdF0iEsacMYJQGhSKJ6LB4goBk1wfEItQyNax9DvGmw,,40.693032,-73.973055,{u'open_now': True},"336 Myrtle Ave, Brooklyn","[{u'photo_reference': u'CnRnAAAATaXUTl9x61PmVP5rGeO5TEJqtYBFFeBnt9_SZ5gSAL49Q550V5kQGE66shzb6FDXECRoYukToI6d6jPWgd59Xlrwu1sofHSwTdyN5TDH5fADaKki5SsV-fszolhYcPAvVqXs6iWwxiwEu0MKlX0M8xIQDi6gms2sk3a8oCyF6uGFYxoU9uMl31ZKBLU2Tc-iZAeKkgnaziA', u'width': 480, u'html_attributions': [], u'height': 270}]",13ca223e2ca4b840fea72c999f823293296b6bb6,"[u'bakery', u'store', u'cafe', u'restaurant', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
,Le Petit Bakery,CnRwAAAAxfaDR5rHnxy-PRAy3-9dsnPupaipl6RUV2XLVXlEfEYHdjeg2c5eUeDyKlxJOMhAemccje-v1QlBXk8kZf7A1bgVmtf-TCsycIxrRa6PnpfzdlwxmjQvt00gsJzOg8fO7NrjTK5Ynf-zFVTgBMDBCxIQxyHKBzEejinpahxiy-hT3RoUQP6u1IgfD4gPr3HhdfxOnMy_PSY,,40.693062,-73.972049,{u'open_now': True},"354 Myrtle Ave, Brooklyn","[{u'photo_reference': u'CnRnAAAArSDgDUZzqsepcMmL7a9hoeQhtXF_OYArCfYS3ahbY9zFxmdsmBgDGguTbN8Ik4uRK1Tltx5RyLQ9yNnkgxVaCtesgv46eAGMc5akoZjo8vqdDH_AtBQi0I10NXnImnzTotHF4SPJUOd_j33j09AW7hIQZBPW0BQCaXOLGJqEFo35IRoUbslO5u6hpvJfnn1ed9eC9nPv1xQ', u'width': 2048, u'html_attributions': [], u'height': 1372}]",153c4b36e6a0c0a0fa576c3d6f93b5771590ae0e,"[u'bakery', u'store', u'cafe', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
,Huey's Chueys Ice Cream/Cafe,CoQBfQAAAEgWm8d07xqXIPo9WNZa5ssYxqPFn7F_q6TTf0JupHsCXiCu2xpb2wTcLF86NZ0CPGVL3InGZ6xE86WYfXTJbR-b-eacVZqGLbzN1rOtURaiLHZexPsT3Qpshgs2aIPh8l1dS2OjGOJkY64O73O1P0hjE8SFDbPLdSxl9nO8zdCgEhBuEGOniJVzWNivTkNX8YmQGhRldO08yrjTR5Vc3UjGASZ-mHAvwA,,40.69304,-73.971079,{u'open_now': True},"378 Myrtle Ave, Brooklyn",,9b3274cb6f134f54a649e0eaed5c287b2b6d8160,"[u'store', u'cafe', u'restaurant', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
3.7,Connecticut Muffin,CoQBdQAAAMZsj5TICh58_ZypkPEtQoimJrnm4AxCN4W9T58zZc0sE8oMUXhDYOpZ0TDUlhfhN40FJHd72AojhpLFYk6_CeHm1QIkr5xBKkUi3-lCo0XTxp-GJ0hDgDltC1XciNv74LtVekvnXwGb-hzZrV5YoAeA3TKtokI7vborR4a6nrmoEhDtsdbpY0TbDLawVAhgQuXmGhSeRdpbCHvzZh5jzt5tAVCxCjiVpw,1,40.693273,-73.968647,{u'open_now': True},"423 Myrtle Ave, New York",,64be739d126b4812573c469d57d795aad6885ab3,"[u'bakery', u'store', u'cafe', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
4.7,John's Coffee Donut Shop,CoQBewAAAMG8MQU12iUhr6AO8vbK0i6Cm-NoxxDBe2KpL4GFp3qqtKYnuf5LkTpcxIEi8FFE82O3nHR_x4hP99sfYTw8ldBr37w1L4htpVhKk8hF_XOX0zi-ZHCsAl3QfEGnjwgrVGDuXA_XHz1Kv-XQkgohHrhGGwdyIS7A6fJ74iWG8dBAEhDUSnmDmfnyiDsdYSDcWMiEGhQwHMpOrtE8ZepgCqi0UtqAXQaPdg,1,40.693558,-73.966073,{u'open_now': False},"481 Myrtle Ave, Brooklyn",,bffbc70fe67713a15da209bc4d216943876f5934,"[u'store', u'meal_takeaway', u'cafe', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
3.2,pillow cafe-lounge,CoQBdAAAAOie_jWOs9Oigjryf-fyEDcyUMnLmiZkSv7d_GkarixIXokfUPWW-DQmAhtjumV4xqqlMbOyWjqj6Nu5oYfgUl9iYkd7nTcVDLF9_wBHCdh5PhRJpUQHcVXA4d7yQrj9duNcEU2WrRRKHSTj-h2WfxTR8qBw90cOopIdg8UZD0wdEhAce3Z_kXaGcSiF-VM0726wGhTMl9toR6tux9-TSwc3lKRsdWiaCQ,2,40.693738,-73.964688,{u'open_now': True},"505 Myrtle Ave, New York","[{u'photo_reference': u'CnRnAAAAa_3aqc30wx2FzSs1ZrCKEfxK397H7wpeqHdO0Yebfqdsvpyoi9MX6fiClNj5yOh5wkOihrAfv_f3mka4jPl-aU_jNr4kF9U2HA348hxTjLrBwsmcZIaHylAAjCtsOgvZbIiM11xpJCU0so2WqhaZDhIQkFgwnGZmqO2kEehCJxpz9BoUe504GpzvFOdYnLXHooI8MNi5Sjw', u'width': 853, u'html_attributions': [], u'height': 1280}]",f69a812c49551c293505a266c36e3a40c1e7080e,"[u'night_club', u'cafe', u'bar', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png
3.9,Marys Coffee Shop,CoQBdAAAAFfg9JSapUBhqI2Dvh7iZ2a99SypIPNYC0ScFHCV-F6FgMtzzjUqnGHzLOxn7AN0P_tp4FXktvRciDJs3sN857ApCgQt0ot6QuwwLEfCy_DnfrruaEZyJVvuNSR7YAvgIPSo0v-EHxQDzeVg4oOyrxUKLCa5bPtfntTMeqWOHjrfEhCZKUtB8jI_nf_63XLECCM1GhR6gmdFLcFG2sklfLiIoFKkgky5Cg,,40.692758,-73.940394,,"907 Dekalb Ave, Brooklyn","[{u'photo_reference': u'CnRoAAAAa-bcP3Vl924xn-5BS0D62I_p-BhX19JanI5FQQOxwze8ycCMrV8AbBrQxI6AZB2QyEAMuBMPiIBBYdtAwXbmTa8uaMfoAmf8rnhnBY-QHIPo13pDRQZ3nF0-L9ndNns0sQt3c3GvHxK-XO_9xXrECRIQB6V-5PZdCmsvaZkv0SFHmBoUy5Pw4EIISx8dwdqOy8XEGNDFHiY', u'width': 768, u'html_attributions': [u'<a href=""https://plus.google.com/100517734137862823696"">Wilver Ruiz</a>'], u'height': 1024}]",280451134cd48d378522cd7f9ce7ca6b91345aaf,"[u'meal_takeaway', u'cafe', u'restaurant', u'food', u'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
